timestamp,Chan_0_1,Chan_0_2,Chan_1_2,Latitude,Longitude,Altitude (m),index,Temperature,Relative Pressure,Humidity,Absolute Pressure (inHg),Temperature_SM,RelativePressure_SM,Humidity_SM
2023-03-18 11:26:00,38.0,31.0,51.0,33.74148951,-84.36120166,298.5210628,437.8,43.160000000000004,30.12,45.8,28.978,45.92,28.978,57.8
2023-03-18 11:27:00,31.0,27.0,42.0,33.74154212,-84.36122468,300.0534892,437.6,43.120000000000005,30.12,45.6,28.976,46.14,28.976,56.6
2023-03-18 11:28:00,19.0,15.0,26.0,33.74154141,-84.36123061,300.1658649,437.4,43.08,30.12,45.4,28.974,46.36,28.974,55.4
2023-03-18 11:29:00,18.0,18.0,26.0,33.74204829,-84.35942397,296.839982,437.2,43.04,30.12,45.2,28.971999999999998,46.58,28.971999999999998,54.2
2023-03-18 11:30:00,14.0,13.0,33.0,33.74184898,-84.35841928,301.3188683,437.0,43.0,30.12,45.0,28.97,46.8,28.97,53.0
2023-03-18 11:31:00,34.0,22.0,31.0,33.74290304,-84.35817842,304.936061,436.8,43.32,30.12,44.4,28.971999999999998,46.9,28.971999999999998,53.6
2023-03-18 11:32:00,28.0,23.0,34.0,33.74638985,-84.35819055,308.8026671,436.6,43.64,30.12,43.8,28.974,47.0,28.974,54.2
2023-03-18 11:33:00,29.0,23.0,30.0,33.74638137,-84.35819137,308.3694679,436.4,43.96,30.12,43.2,28.976,47.099999999999994,28.976,54.8
2023-03-18 11:34:00,36.0,29.0,45.0,33.74666948,-84.36065949,300.2843206,436.2,44.28,30.12,42.6,28.978,47.199999999999996,28.978,55.4
2023-03-18 11:35:00,35.0,30.0,41.0,33.74675768,-84.36782422,305.5893592,436.0,44.6,30.12,42.0,28.98,47.3,28.98,56.0
2023-03-18 11:36:00,18.0,20.0,37.0,33.7515333,-84.37106317,311.8850783,435.8,44.6,30.122,42.4,28.98,47.339999999999996,28.98,55.8
2023-03-18 11:37:00,33.0,25.0,38.0,33.75536647,-84.37209776,312.7331403,435.6,44.6,30.124,42.8,28.98,47.379999999999995,28.98,55.6
2023-03-18 11:38:00,28.0,23.0,40.0,33.75762858,-84.37205786,311.0722038,435.4,44.6,30.126,43.2,28.98,47.42,28.98,55.4
2023-03-18 11:39:00,29.0,31.0,45.0,33.76115662,-84.37195788,319.4361775,435.2,44.6,30.128,43.6,28.98,47.46,28.98,55.2
2023-03-18 11:40:00,32.0,26.0,38.0,33.76933213,-84.37181919,307.7914263,435.0,44.6,30.13,44.0,28.98,47.5,28.98,55.0
2023-03-18 11:41:00,26.0,19.0,38.0,33.76973857,-84.37178699,306.8087907,434.8,44.38,30.131999999999998,44.0,28.98,47.74,28.98,53.8
2023-03-18 11:42:00,28.0,27.0,43.0,33.77115756,-84.37172203,305.404755,434.6,44.160000000000004,30.134,44.0,28.98,47.980000000000004,28.98,52.6
2023-03-18 11:43:00,29.0,22.0,31.0,33.77319047,-84.37109119,293.7705356,434.4,43.94,30.136,44.0,28.98,48.22,28.98,51.4
2023-03-18 11:44:00,26.0,27.0,47.0,33.7793165,-84.36942201,269.4873975,434.2,43.72,30.138,44.0,28.98,48.46,28.98,50.2
2023-03-18 11:45:00,31.0,26.0,54.0,33.7850057,-84.36761576,274.7798664,434.0,43.5,30.14,44.0,28.98,48.7,28.98,49.0
2023-03-18 11:46:00,16.0,14.0,32.0,33.79079835,-84.36707972,263.5884399,433.8,43.72,30.138,43.8,28.98,48.68,28.98,50.2
2023-03-18 11:47:00,28.0,28.0,43.0,33.79621314,-84.3681448,259.0067381,433.6,43.94,30.136,43.6,28.98,48.660000000000004,28.98,51.4
2023-03-18 11:48:00,30.0,28.0,48.0,33.79786037,-84.36837929,266.4600856,433.4,44.160000000000004,30.134,43.4,28.98,48.64,28.98,52.6
2023-03-18 11:49:00,32.0,23.0,42.0,33.80068527,-84.3675812,269.7475832,433.2,44.38,30.131999999999998,43.2,28.98,48.620000000000005,28.98,53.8
2023-03-18 11:50:00,22.0,16.0,27.0,33.80516395,-84.36740827,282.3034331,433.0,44.6,30.13,43.0,28.98,48.6,28.98,55.0
2023-03-18 11:51:00,24.0,20.0,34.0,33.80639971,-84.36680956,285.7249911,432.8,44.64,30.13,43.0,28.982,48.620000000000005,28.982,54.2
2023-03-18 11:52:00,17.0,14.0,31.0,33.80691896,-84.3664781,287.650706,432.6,44.68,30.13,43.0,28.983999999999998,48.64,28.983999999999998,53.4
2023-03-18 11:53:00,35.0,22.0,44.0,33.8106505,-84.36648563,266.2334877,432.4,44.72,30.13,43.0,28.986,48.660000000000004,28.986,52.6
2023-03-18 11:54:00,25.0,25.0,37.0,33.81446392,-84.36653034,257.938081,432.2,44.76,30.13,43.0,28.988,48.68,28.988,51.8
2023-03-18 11:55:00,26.0,26.0,34.0,33.81848199,-84.36703423,257.7347017,432.0,44.8,30.13,43.0,28.99,48.7,28.99,51.0
2023-03-18 11:56:00,20.0,15.0,21.0,33.82265382,-84.3672577,272.5117965,431.8,44.86,30.131999999999998,42.8,28.99,48.82,28.99,52.0
2023-03-18 11:57:00,20.0,17.0,39.0,33.82545807,-84.36710309,280.9979943,431.6,44.92,30.134,42.6,28.99,48.94,28.99,53.0
2023-03-18 11:58:00,27.0,19.0,40.0,33.82810404,-84.36725178,264.7381023,431.4,44.98,30.136,42.4,28.99,49.06,28.99,54.0
2023-03-18 11:59:00,19.0,17.0,32.0,33.82883244,-84.36749645,266.7788535,431.2,45.04,30.138,42.2,28.99,49.18,28.99,55.0
2023-03-18 12:00:00,25.0,18.0,41.0,33.82916081,-84.36761978,268.0625408,431.0,45.1,30.14,42.0,28.99,49.3,28.99,56.0
2023-03-18 12:01:00,25.0,21.0,36.0,33.83010897,-84.36780831,273.126712,430.8,45.14,30.138,42.2,28.99,49.339999999999996,28.99,54.4
2023-03-18 12:02:00,12.0,9.0,35.0,33.83081879,-84.36794599,277.8636964,430.6,45.18,30.136,42.4,28.99,49.379999999999995,28.99,52.8
2023-03-18 12:03:00,23.0,20.0,34.0,33.83375016,-84.36797111,287.6414642,430.4,45.22,30.134,42.6,28.99,49.42,28.99,51.2
2023-03-18 12:04:00,25.0,18.0,35.0,33.83566348,-84.36793968,296.7683965,430.2,45.26,30.131999999999998,42.8,28.99,49.46,28.99,49.6
2023-03-18 12:05:00,19.0,14.0,32.0,33.84130213,-84.37010135,298.6727505,430.0,45.3,30.13,43.0,28.99,49.5,28.99,48.0
2023-03-18 12:06:00,17.0,16.0,30.0,33.84493133,-84.36921565,308.7461436,429.8,45.199999999999996,30.13,42.8,28.988,49.42,28.988,47.2
2023-03-18 12:07:00,20.0,15.0,22.0,33.84656876,-84.36819272,306.1881999,429.6,45.099999999999994,30.13,42.6,28.986,49.34,28.986,46.4
2023-03-18 12:08:00,21.0,18.0,32.0,33.85010894,-84.36229357,308.6047625,429.4,45.0,30.13,42.4,28.983999999999998,49.26,28.983999999999998,45.6
2023-03-18 12:09:00,13.0,10.0,28.0,33.85022227,-84.36218291,309.508355,429.2,44.9,30.13,42.2,28.982,49.18,28.982,44.8
2023-03-18 12:10:00,35.0,24.0,44.0,33.85031691,-84.3621071,310.2392291,429.0,44.8,30.13,42.0,28.98,49.1,28.98,44.0
2023-03-18 12:11:00,10.0,14.0,33.0,33.85248338,-84.36044589,309.6734112,428.8,44.76,30.13,42.6,28.98,49.06,28.98,45.4
2023-03-18 12:12:00,16.0,15.0,31.0,33.85507076,-84.35309365,306.9201352,428.6,44.72,30.13,43.2,28.98,49.02,28.98,46.8
2023-03-18 12:13:00,16.0,14.0,37.0,33.85771893,-84.34640865,306.5891227,428.4,44.68,30.13,43.8,28.98,48.98,28.98,48.2
2023-03-18 12:14:00,25.0,27.0,44.0,33.85747748,-84.34343207,306.4015368,428.2,44.64,30.13,44.4,28.98,48.94,28.98,49.6
2023-03-18 12:15:00,20.0,18.0,35.0,33.85811702,-84.34058416,296.9077076,428.0,44.6,30.13,45.0,28.98,48.9,28.98,51.0
2023-03-18 12:16:00,16.0,10.0,34.0,33.8521925,-84.33907734,299.3071803,427.8,44.74,30.131999999999998,44.8,28.98,49.16,28.98,50.2
2023-03-18 12:17:00,18.0,10.0,27.0,33.8459776,-84.3392074,297.6650162,427.6,44.88,30.134,44.6,28.98,49.42,28.98,49.4
2023-03-18 12:18:00,13.0,16.0,28.0,33.84018112,-84.34276854,301.9722817,427.4,45.019999999999996,30.136,44.4,28.98,49.68,28.98,48.6
2023-03-18 12:19:00,16.0,9.0,19.0,33.83392255,-84.34076972,269.0196712,427.2,45.16,30.138,44.2,28.98,49.940000000000005,28.98,47.8
2023-03-18 12:20:00,13.0,13.0,26.0,33.83133402,-84.33445559,275.5511035,427.0,45.3,30.14,44.0,28.98,50.2,28.98,47.0
2023-03-18 12:21:00,14.0,11.0,29.0,33.82816294,-84.33079512,283.593508,426.8,45.12,30.138,43.8,28.98,50.06,28.98,46.6
2023-03-18 12:22:00,23.0,20.0,32.0,33.82678733,-84.32561165,291.3895692,426.6,44.94,30.136,43.6,28.98,49.92,28.98,46.2
2023-03-18 12:23:00,16.0,15.0,24.0,33.82462743,-84.32091245,297.9304326,426.4,44.76,30.134,43.4,28.98,49.78,28.98,45.8
2023-03-18 12:24:00,16.0,14.0,27.0,33.82179548,-84.31540279,307.8067474,426.2,44.58,30.131999999999998,43.2,28.98,49.64,28.98,45.4
2023-03-18 12:25:00,16.0,15.0,23.0,33.81564122,-84.31040326,305.8377746,426.0,44.4,30.13,43.0,28.98,49.5,28.98,45.0
2023-03-18 12:26:00,8.0,7.0,20.0,33.81269177,-84.30488655,298.9047862,425.8,44.339999999999996,30.131999999999998,43.6,28.982,49.5,28.982,45.6
2023-03-18 12:27:00,17.0,11.0,27.0,33.81263078,-84.29683828,280.9845733,425.6,44.28,30.134,44.2,28.983999999999998,49.5,28.983999999999998,46.2
2023-03-18 12:28:00,19.0,15.0,27.0,33.81096122,-84.2872898,306.0543899,425.4,44.22,30.136,44.8,28.986,49.5,28.986,46.8
2023-03-18 12:29:00,13.0,9.0,31.0,33.81106098,-84.27617072,291.8356912,425.2,44.160000000000004,30.138,45.4,28.988,49.5,28.988,47.4
2023-03-18 12:30:00,9.0,11.0,25.0,33.81041074,-84.27387423,291.1217202,425.0,44.1,30.14,46.0,28.99,49.5,28.99,48.0
2023-03-18 12:31:00,17.0,12.0,26.0,33.80874741,-84.26929383,284.0528428,424.8,44.480000000000004,30.14,45.8,28.99,49.56,28.99,48.4
2023-03-18 12:32:00,13.0,8.0,13.0,33.8041011,-84.2673728,299.2850662,424.6,44.86,30.14,45.6,28.99,49.62,28.99,48.8
2023-03-18 12:33:00,17.0,11.0,24.0,33.79760945,-84.26465005,309.5209614,424.4,45.24,30.14,45.4,28.99,49.68,28.99,49.2
2023-03-18 12:34:00,14.0,11.0,36.0,33.79481279,-84.26318779,315.0218247,424.2,45.62,30.14,45.2,28.99,49.739999999999995,28.99,49.6
2023-03-18 12:35:00,12.0,5.0,21.0,33.79375438,-84.263841,313.5867467,424.0,46.0,30.14,45.0,28.99,49.8,28.99,50.0
2023-03-18 12:36:00,10.0,7.0,22.0,33.79342214,-84.26153067,310.635079,423.8,46.18,30.14,44.4,28.99,49.879999999999995,28.99,49.0
2023-03-18 12:37:00,13.0,9.0,18.0,33.78977657,-84.25262405,294.485594,423.6,46.36,30.14,43.8,28.99,49.96,28.99,48.0
2023-03-18 12:38:00,13.0,8.0,17.0,33.78581731,-84.24387022,283.5818984,423.4,46.54,30.14,43.2,28.99,50.04,28.99,47.0
2023-03-18 12:39:00,13.0,10.0,27.0,33.7856909,-84.2370476,299.8145142,423.2,46.72,30.14,42.6,28.99,50.120000000000005,28.99,46.0
2023-03-18 12:40:00,13.0,12.0,19.0,33.78669026,-84.23427046,298.1200286,423.0,46.9,30.14,42.0,28.99,50.2,28.99,45.0
2023-03-18 12:41:00,6.0,5.0,25.0,33.78671373,-84.23356806,296.6786849,422.8,47.06,30.142,42.2,28.991999999999997,50.260000000000005,28.991999999999997,45.6
2023-03-18 12:42:00,12.0,9.0,19.0,33.78950693,-84.23108311,286.4045931,422.6,47.22,30.144,42.4,28.994,50.32,28.994,46.2
2023-03-18 12:43:00,11.0,10.0,21.0,33.79448451,-84.22650536,286.2413952,422.4,47.38,30.146,42.6,28.996,50.38,28.996,46.8
2023-03-18 12:44:00,12.0,7.0,23.0,33.79827823,-84.22183201,299.6105552,422.2,47.54,30.148,42.8,28.998,50.44,28.998,47.4
2023-03-18 12:45:00,11.0,8.0,30.0,33.80087954,-84.2089753,301.8662684,422.0,47.7,30.15,43.0,29.0,50.5,29.0,48.0
2023-03-18 12:46:00,10.0,7.0,23.0,33.80040291,-84.19666663,308.7085829,421.8,47.620000000000005,30.15,42.8,29.0,50.32,29.0,47.6
2023-03-18 12:47:00,12.0,10.0,25.0,33.80186728,-84.19422141,305.2599444,421.6,47.54,30.15,42.6,29.0,50.14,29.0,47.2
2023-03-18 12:48:00,14.0,7.0,21.0,33.80441671,-84.18979712,315.2882531,421.4,47.46,30.15,42.4,29.0,49.96,29.0,46.8
2023-03-18 12:49:00,13.0,12.0,29.0,33.80610859,-84.18692888,320.445033,421.2,47.379999999999995,30.15,42.2,29.0,49.78,29.0,46.4
2023-03-18 12:50:00,11.0,9.0,18.0,33.80658241,-84.17741459,293.2726012,421.0,47.3,30.15,42.0,29.0,49.6,29.0,46.0
2023-03-18 12:51:00,12.0,14.0,26.0,33.80783579,-84.17314347,314.327563,420.8,47.22,30.148,41.6,28.998,49.82,28.998,45.2
2023-03-18 12:52:00,11.0,9.0,26.0,33.80812656,-84.17076656,318.1667372,420.6,47.14,30.146,41.2,28.996,50.04,28.996,44.4
2023-03-18 12:53:00,15.0,11.0,20.0,33.80857813,-84.16839403,314.1152568,420.4,47.059999999999995,30.144,40.8,28.994,50.260000000000005,28.994,43.6
2023-03-18 12:54:00,6.0,6.0,19.0,33.81007958,-84.16387759,304.5978252,420.2,46.98,30.142,40.4,28.991999999999997,50.480000000000004,28.991999999999997,42.8
2023-03-18 12:55:00,8.0,7.0,17.0,33.81240431,-84.16196353,299.6342362,420.0,46.9,30.14,40.0,28.99,50.7,28.99,42.0
2023-03-18 12:56:00,6.0,4.0,18.0,33.81276656,-84.16223423,297.7231893,419.8,46.98,30.14,40.2,28.99,50.74,28.99,41.2
2023-03-18 12:57:00,7.0,5.0,23.0,33.81278723,-84.16251097,296.6812233,419.6,47.059999999999995,30.14,40.4,28.99,50.78,28.99,40.4
2023-03-18 12:58:00,12.0,8.0,23.0,33.81321903,-84.16731865,309.3246105,419.4,47.14,30.14,40.6,28.99,50.82,28.99,39.6
2023-03-18 12:59:00,13.0,13.0,25.0,33.81322028,-84.16730455,309.4063238,419.2,47.22,30.14,40.8,28.99,50.86,28.99,38.8
2023-03-18 13:00:00,4.0,3.0,18.0,33.81318496,-84.16732512,309.8053396,419.0,47.3,30.14,41.0,28.99,50.9,28.99,38.0
2023-03-18 13:01:00,8.0,8.0,19.0,33.81322387,-84.16730916,309.5748749,418.8,47.379999999999995,30.142,40.8,28.991999999999997,50.94,28.991999999999997,38.8
2023-03-18 13:02:00,12.0,10.0,20.0,33.81321408,-84.16733127,309.5414058,418.6,47.46,30.144,40.6,28.994,50.98,28.994,39.6
2023-03-18 13:03:00,11.0,6.0,19.0,33.81317062,-84.16732074,309.6952408,418.4,47.54,30.146,40.4,28.996,51.02,28.996,40.4
2023-03-18 13:04:00,12.0,9.0,15.0,33.81051781,-84.17655872,304.8072097,418.2,47.620000000000005,30.148,40.2,28.998,51.06,28.998,41.2
2023-03-18 13:05:00,8.0,7.0,16.0,33.8081212,-84.18474673,322.4571959,418.0,47.7,30.15,40.0,29.0,51.1,29.0,42.0
2023-03-18 13:06:00,2.0,5.0,11.0,33.80429526,-84.19047454,314.68791,417.8,47.440000000000005,30.148,39.6,29.0,50.96,29.0,42.0
2023-03-18 13:07:00,14.0,8.0,21.0,33.80149283,-84.19504974,307.3902103,417.6,47.18,30.146,39.2,29.0,50.82,29.0,42.0
2023-03-18 13:08:00,6.0,4.0,18.0,33.80119891,-84.20618855,305.1585671,417.4,46.92,30.144,38.8,29.0,50.68,29.0,42.0
2023-03-18 13:09:00,12.0,5.0,18.0,33.80135796,-84.21163157,290.7330555,417.2,46.66,30.142,38.4,29.0,50.54,29.0,42.0
2023-03-18 13:10:00,10.0,10.0,20.0,33.80142673,-84.21162514,290.3573559,417.0,46.4,30.14,38.0,29.0,50.4,29.0,42.0
2023-03-18 13:11:00,10.0,8.0,13.0,33.80148841,-84.2116439,290.9780161,416.8,46.62,30.14,37.4,28.998,50.54,28.998,42.4
2023-03-18 13:12:00,16.0,9.0,19.0,33.80155384,-84.21178903,290.7720553,416.6,46.839999999999996,30.14,36.8,28.996,50.68,28.996,42.8
2023-03-18 13:13:00,7.0,10.0,20.0,33.80154961,-84.21178626,290.7409557,416.4,47.06,30.14,36.2,28.994,50.82,28.994,43.2
2023-03-18 13:14:00,6.0,6.0,17.0,33.80155313,-84.21182997,290.6313512,416.2,47.28,30.14,35.6,28.991999999999997,50.96,28.991999999999997,43.6
2023-03-18 13:15:00,9.0,6.0,17.0,33.80151861,-84.21187573,290.6130599,416.0,47.5,30.14,35.0,28.99,51.1,28.99,44.0
2023-03-18 13:16:00,14.0,9.0,18.0,33.80145773,-84.21188121,290.5081711,415.8,47.46,30.14,35.6,28.99,51.02,28.99,43.6
2023-03-18 13:17:00,11.0,6.0,14.0,33.80083854,-84.21233747,288.3089766,415.6,47.42,30.14,36.2,28.99,50.940000000000005,28.99,43.2
2023-03-18 13:18:00,9.0,7.0,21.0,33.79771986,-84.22325824,301.0778299,415.4,47.379999999999995,30.14,36.8,28.99,50.86,28.99,42.8
2023-03-18 13:19:00,11.0,5.0,15.0,33.79611209,-84.22527782,293.5221954,415.2,47.339999999999996,30.14,37.4,28.99,50.78,28.99,42.4
2023-03-18 13:20:00,14.0,8.0,17.0,33.79042198,-84.23046908,282.2598637,415.0,47.3,30.14,38.0,28.99,50.7,28.99,42.0
2023-03-18 13:21:00,10.0,6.0,12.0,33.78728241,-84.2334007,296.943555,414.8,47.559999999999995,30.138,38.0,28.991999999999997,50.96,28.991999999999997,40.4
2023-03-18 13:22:00,8.0,7.0,15.0,33.78484026,-84.23550419,291.165448,414.6,47.82,30.136,38.0,28.994,51.22,28.994,38.8
2023-03-18 13:23:00,9.0,6.0,20.0,33.77958201,-84.23926068,285.7205043,414.4,48.08,30.134,38.0,28.996,51.480000000000004,28.996,37.2
2023-03-18 13:24:00,16.0,10.0,16.0,33.77835565,-84.2412326,295.6519293,414.2,48.34,30.131999999999998,38.0,28.998,51.74,28.998,35.6
2023-03-18 13:25:00,9.0,6.0,13.0,33.77232224,-84.24941065,315.8372983,414.0,48.6,30.13,38.0,29.0,52.0,29.0,34.0
2023-03-18 13:26:00,5.0,2.0,21.0,33.77207186,-84.24956565,320.7875393,413.8,48.56,30.13,38.0,28.998,52.14,28.998,35.0
2023-03-18 13:27:00,18.0,11.0,20.0,33.76551723,-84.25487645,314.856953,413.6,48.52,30.13,38.0,28.996,52.28,28.996,36.0
2023-03-18 13:28:00,7.0,6.0,19.0,33.75725829,-84.26432239,301.1974773,413.4,48.48,30.13,38.0,28.994,52.42,28.994,37.0
2023-03-18 13:29:00,6.0,6.0,11.0,33.75544211,-84.26701344,303.0562402,413.2,48.44,30.13,38.0,28.991999999999997,52.56,28.991999999999997,38.0
2023-03-18 13:30:00,10.0,9.0,14.0,33.75313397,-84.27081338,306.0571785,413.0,48.4,30.13,38.0,28.99,52.7,28.99,39.0
2023-03-18 13:31:00,8.0,9.0,14.0,33.75060178,-84.27492418,307.9324583,412.8,48.18,30.13,37.4,28.988,52.74,28.988,40.0
2023-03-18 13:32:00,10.0,7.0,13.0,33.7481782,-84.28084414,280.1973056,412.6,47.96,30.13,36.8,28.986,52.78,28.986,41.0
2023-03-18 13:33:00,7.0,6.0,21.0,33.74719414,-84.29058708,313.0157389,412.4,47.739999999999995,30.13,36.2,28.983999999999998,52.82,28.983999999999998,42.0
2023-03-18 13:34:00,8.0,10.0,13.0,33.74721643,-84.29845001,298.9101869,412.2,47.519999999999996,30.13,35.6,28.982,52.86,28.982,43.0
2023-03-18 13:35:00,7.0,10.0,12.0,33.74728522,-84.30490319,308.7325227,412.0,47.3,30.13,35.0,28.98,52.9,28.98,44.0
2023-03-18 13:36:00,9.0,9.0,17.0,33.74734477,-84.30963308,310.9965474,411.8,47.22,30.13,35.2,28.98,52.6,28.98,42.2
2023-03-18 13:37:00,6.0,5.0,10.0,33.74738575,-84.31215837,311.2120767,411.6,47.14,30.13,35.4,28.98,52.3,28.98,40.4
2023-03-18 13:38:00,8.0,3.0,23.0,33.74742293,-84.32225431,304.9783338,411.4,47.059999999999995,30.13,35.6,28.98,52.0,28.98,38.6
2023-03-18 13:39:00,16.0,10.0,9.0,33.74748965,-84.32856256,294.5621717,411.2,46.98,30.13,35.8,28.98,51.699999999999996,28.98,36.8
2023-03-18 13:40:00,8.0,9.0,15.0,33.74755445,-84.33312789,292.1001616,411.0,46.9,30.13,36.0,28.98,51.4,28.98,35.0
2023-03-18 13:41:00,11.0,9.0,22.0,33.74761943,-84.3386169,289.3856413,410.8,47.24,30.13,35.6,28.98,51.48,28.98,36.0
2023-03-18 13:42:00,8.0,8.0,17.0,33.74765421,-84.34569978,296.5900917,410.6,47.58,30.13,35.2,28.98,51.559999999999995,28.98,37.0
2023-03-18 13:43:00,9.0,7.0,11.0,33.74765465,-84.34850817,309.1718554,410.4,47.92,30.13,34.8,28.98,51.64,28.98,38.0
2023-03-18 13:44:00,5.0,10.0,10.0,33.7467515,-84.35364216,317.0438426,410.2,48.26,30.13,34.4,28.98,51.72,28.98,39.0
2023-03-18 13:45:00,8.0,8.0,15.0,33.74664614,-84.35730272,310.5506688,410.0,48.6,30.13,34.0,28.98,51.8,28.98,40.0
2023-03-18 13:46:00,6.0,5.0,16.0,33.74667687,-84.358811,307.2562358,409.8,48.6,30.13,34.6,28.98,51.839999999999996,28.98,39.0
2023-03-18 13:47:00,5.0,5.0,9.0,33.74674147,-84.36221015,297.8550045,409.6,48.6,30.13,35.2,28.98,51.879999999999995,28.98,38.0
2023-03-18 13:48:00,4.0,6.0,9.0,33.74672074,-84.36531827,301.2918615,409.4,48.6,30.13,35.8,28.98,51.92,28.98,37.0
2023-03-18 13:49:00,6.0,4.0,13.0,33.74674898,-84.36695343,304.4467795,409.2,48.6,30.13,36.4,28.98,51.96,28.98,36.0
2023-03-18 13:50:00,6.0,6.0,18.0,33.74675656,-84.36723685,304.5159732,409.0,48.6,30.13,37.0,28.98,52.0,28.98,35.0
2023-03-18 13:51:00,11.0,7.0,17.0,33.74675038,-84.36723879,304.4340641,408.8,48.42,30.13,36.4,28.98,52.18,28.98,34.8
2023-03-18 13:52:00,8.0,7.0,17.0,33.74682502,-84.3718566,314.2838297,408.6,48.24,30.13,35.8,28.98,52.36,28.98,34.6
2023-03-18 13:53:00,13.0,8.0,20.0,33.74690145,-84.37624232,317.0004735,408.4,48.06,30.13,35.2,28.98,52.54,28.98,34.4
2023-03-18 13:54:00,7.0,7.0,16.0,33.74859196,-84.37662208,312.6926056,408.2,47.88,30.13,34.6,28.98,52.72,28.98,34.2
2023-03-18 13:55:00,4.0,2.0,12.0,33.74996396,-84.37664492,309.9255773,408.0,47.7,30.13,34.0,28.98,52.9,28.98,34.0
2023-03-18 13:56:00,4.0,2.0,14.0,33.75155691,-84.37774016,304.0597494,408.0,47.7,30.13,34.0,28.98,52.9,28.98,34.0
2023-03-18 13:57:00,7.0,8.0,11.0,33.75200423,-84.37847562,305.6914202,408.0,47.7,30.13,34.0,28.98,52.9,28.98,34.0
