"Date","Simple_Date","Outdoor_Temperature","Wind_Speed","Wind_Gust","Max_Daily_Gust","Wind_Direction","Hourly_Rain","Event_Rain","Daily_Rain","Weekly_Rain","Monthly_Rain","Total_Rain","Relative_Pressure_(inHg)","Humidity_(%)","Ultra-Violet_Radiation_Index","Solar_Radiation_(W/m^2)","Absolute_Pressure","CO2_battery"
2024-02-07T07:20:00-05:00,2024-02-07 07:20:00,40.3,3.4,4.5,8.1,99,0,0,0,0.58,0.58,74.37,30.17,54,0,0.5,29.2,1
2024-02-07T07:15:00-05:00,2024-02-07 07:15:00,40.5,1.1,3.4,8.1,140,0,0,0,0.58,0.58,74.37,30.16,56,0,0.2,29.2,1
2024-02-07T07:10:00-05:00,2024-02-07 07:10:00,40.5,1.1,1.1,8.1,109,0,0,0,0.58,0.58,74.37,30.17,56,0,0.1,29.2,1
2024-02-07T07:06:00-05:00,2024-02-07 07:06:00,40.6,3.4,5.8,8.1,89,0,0,0,0.58,0.58,74.37,30.16,55,0,0,29.19,1
2024-02-07T07:00:00-05:00,2024-02-07 07:00:00,40.6,2,3.4,8.1,187,0,0,0,0.58,0.58,74.37,30.15,56,0,0,29.19,1
2024-02-07T06:55:00-05:00,2024-02-07 06:55:00,40.6,1.1,1.1,8.1,116,0,0,0,0.58,0.58,74.37,30.15,56,0,0,29.18,1
2024-02-07T06:50:00-05:00,2024-02-07 06:50:00,40.8,0.9,2.2,8.1,164,0,0,0,0.58,0.58,74.37,30.15,55,0,0,29.18,1
2024-02-07T06:46:00-05:00,2024-02-07 06:46:00,40.8,1.8,2.2,8.1,70,0,0,0,0.58,0.58,74.37,30.15,54,0,0,29.18,1
2024-02-07T06:40:00-05:00,2024-02-07 06:40:00,41,0.4,1.1,8.1,171,0,0,0,0.58,0.58,74.37,30.15,54,0,0,29.18,1
2024-02-07T06:35:00-05:00,2024-02-07 06:35:00,41.2,1.6,2.2,8.1,74,0,0,0,0.58,0.58,74.37,30.14,53,0,0,29.17,1
2024-02-07T06:30:00-05:00,2024-02-07 06:30:00,41.5,0.4,1.1,8.1,167,0,0,0,0.58,0.58,74.37,30.14,53,0,0,29.17,1
2024-02-07T06:26:00-05:00,2024-02-07 06:26:00,41.5,1.8,2.2,8.1,91,0,0,0,0.58,0.58,74.37,30.14,52,0,0,29.18,1
2024-02-07T06:20:00-05:00,2024-02-07 06:20:00,41.5,1.8,2.2,8.1,78,0,0,0,0.58,0.58,74.37,30.13,52,0,0,29.17,1
2024-02-07T06:15:00-05:00,2024-02-07 06:15:00,41.7,0.4,1.1,8.1,202,0,0,0,0.58,0.58,74.37,30.13,52,0,0,29.17,1
2024-02-07T06:10:00-05:00,2024-02-07 06:10:00,41.9,1.3,2.2,8.1,91,0,0,0,0.58,0.58,74.37,30.13,52,0,0,29.17,1
2024-02-07T06:06:00-05:00,2024-02-07 06:06:00,42.1,1.3,2.2,8.1,102,0,0,0,0.58,0.58,74.37,30.13,50,0,0,29.17,1
2024-02-07T06:00:00-05:00,2024-02-07 06:00:00,41.9,1.3,2.2,8.1,172,0,0,0,0.58,0.58,74.37,30.13,51,0,0,29.16,1
2024-02-07T05:55:00-05:00,2024-02-07 05:55:00,42.3,0.7,1.1,8.1,139,0,0,0,0.58,0.58,74.37,30.13,53,0,0,29.16,1
2024-02-07T05:50:00-05:00,2024-02-07 05:50:00,42.4,1.3,2.2,8.1,197,0,0,0,0.58,0.58,74.37,30.12,55,0,0,29.16,1
2024-02-07T05:46:00-05:00,2024-02-07 05:46:00,42.3,4.3,4.5,8.1,85,0,0,0,0.58,0.58,74.37,30.12,52,0,0,29.15,1
2024-02-07T05:40:00-05:00,2024-02-07 05:40:00,42.4,0.2,1.1,8.1,192,0,0,0,0.58,0.58,74.37,30.12,55,0,0,29.15,1
2024-02-07T05:35:00-05:00,2024-02-07 05:35:00,42.4,1.8,2.2,8.1,156,0,0,0,0.58,0.58,74.37,30.11,55,0,0,29.15,1
2024-02-07T05:30:00-05:00,2024-02-07 05:30:00,42.4,1.6,3.4,8.1,102,0,0,0,0.58,0.58,74.37,30.12,56,0,0,29.16,1
2024-02-07T05:26:00-05:00,2024-02-07 05:26:00,42.6,0.2,1.1,8.1,159,0,0,0,0.58,0.58,74.37,30.11,56,0,0,29.15,1
2024-02-07T05:20:00-05:00,2024-02-07 05:20:00,43,4,5.8,8.1,119,0,0,0,0.58,0.58,74.37,30.11,55,0,0,29.15,1
2024-02-07T05:15:00-05:00,2024-02-07 05:15:00,43.2,0.7,1.1,8.1,186,0,0,0,0.58,0.58,74.37,30.11,56,0,0,29.15,1
2024-02-07T05:10:00-05:00,2024-02-07 05:10:00,43.3,1.3,2.2,8.1,93,0,0,0,0.58,0.58,74.37,30.11,54,0,0,29.14,1
2024-02-07T05:06:00-05:00,2024-02-07 05:06:00,43.5,0,0,8.1,178,0,0,0,0.58,0.58,74.37,30.11,57,0,0,29.14,1
2024-02-07T05:00:00-05:00,2024-02-07 05:00:00,43.7,0.7,1.1,8.1,125,0,0,0,0.58,0.58,74.37,30.1,54,0,0,29.14,1
2024-02-07T04:55:00-05:00,2024-02-07 04:55:00,43.7,2.2,2.2,8.1,149,0,0,0,0.58,0.58,74.37,30.1,53,0,0,29.14,1
2024-02-07T04:50:00-05:00,2024-02-07 04:50:00,43.9,2.2,4.5,8.1,252,0,0,0,0.58,0.58,74.37,30.1,53,0,0,29.14,1
2024-02-07T04:46:00-05:00,2024-02-07 04:46:00,44.2,0.7,1.1,8.1,154,0,0,0,0.58,0.58,74.37,30.1,53,0,0,29.13,1
2024-02-07T04:40:00-05:00,2024-02-07 04:40:00,44.4,2.7,3.4,8.1,163,0,0,0,0.58,0.58,74.37,30.1,52,0,0,29.13,1
2024-02-07T04:35:00-05:00,2024-02-07 04:35:00,44.6,2.5,3.4,8.1,70,0,0,0,0.58,0.58,74.37,30.1,52,0,0,29.13,1
2024-02-07T04:30:00-05:00,2024-02-07 04:30:00,45,0,0,5.8,180,0,0,0,0.58,0.58,74.37,30.09,52,0,0,29.13,1
2024-02-07T04:26:00-05:00,2024-02-07 04:26:00,45,0.9,1.1,4.5,175,0,0,0,0.58,0.58,74.37,30.09,51,0,0,29.13,1
2024-02-07T04:20:00-05:00,2024-02-07 04:20:00,45,0,0,4.5,161,0,0,0,0.58,0.58,74.37,30.09,52,0,0,29.12,1
2024-02-07T04:15:00-05:00,2024-02-07 04:15:00,45,0,0,3.4,178,0,0,0,0.58,0.58,74.37,30.08,52,0,0,29.12,1
2024-02-07T04:10:00-05:00,2024-02-07 04:10:00,45.1,1.8,2.2,3.4,150,0,0,0,0.58,0.58,74.37,30.09,51,0,0,29.12,1
2024-02-07T04:06:00-05:00,2024-02-07 04:06:00,45.3,0.2,1.1,3.4,162,0,0,0,0.58,0.58,74.37,30.08,51,0,0,29.12,1
2024-02-07T04:00:00-05:00,2024-02-07 04:00:00,45.3,0.7,1.1,3.4,152,0,0,0,0.58,0.58,74.37,30.08,51,0,0,29.11,1
2024-02-07T03:55:00-05:00,2024-02-07 03:55:00,45.1,0,0,3.4,190,0,0,0,0.58,0.58,74.37,30.08,52,0,0,29.12,1
2024-02-07T03:50:00-05:00,2024-02-07 03:50:00,45.5,0,0,3.4,177,0,0,0,0.58,0.58,74.37,30.09,51,0,0,29.12,1
2024-02-07T03:46:00-05:00,2024-02-07 03:46:00,45.3,0.2,1.1,3.4,168,0,0,0,0.58,0.58,74.37,30.08,51,0,0,29.11,1
2024-02-07T03:40:00-05:00,2024-02-07 03:40:00,45,0,0,1.1,179,0,0,0,0.58,0.58,74.37,30.08,51,0,0,29.12,1
2024-02-07T03:35:00-05:00,2024-02-07 03:35:00,44.6,0,0,1.1,158,0,0,0,0.58,0.58,74.37,30.08,52,0,0,29.11,1
2024-02-07T03:30:00-05:00,2024-02-07 03:30:00,42.6,0.2,1.1,1.1,165,0,0,0,0.58,0.58,74.37,30.08,56,0,0,29.12,1
2024-02-07T03:26:00-05:00,2024-02-07 03:26:00,42.3,0,0,1.1,183,0,0,0,0.58,0.58,74.37,30.08,63,0,0,29.12,1
2024-02-07T03:20:00-05:00,2024-02-07 03:20:00,41.5,0,0,1.1,183,0,0,0,0.58,0.58,74.37,30.08,66,0,0,29.11,1
2024-02-07T03:15:00-05:00,2024-02-07 03:15:00,40.8,0,0,1.1,183,0,0,0,0.58,0.58,74.37,30.08,68,0,0,29.11,1
2024-02-07T03:10:00-05:00,2024-02-07 03:10:00,40.1,0,0,1.1,183,0,0,0,0.58,0.58,74.37,30.09,70,0,0,29.12,1
2024-02-07T03:06:00-05:00,2024-02-07 03:06:00,39.9,0,0,0,183,0,0,0,0.58,0.58,74.37,30.08,75,0,0,29.12,1
2024-02-07T03:00:00-05:00,2024-02-07 03:00:00,40.3,0,0,0,184,0,0,0,0.58,0.58,74.37,30.09,76,0,0,29.12,1
2024-02-07T02:55:00-05:00,2024-02-07 02:55:00,40.3,0,0,0,184,0,0,0,0.58,0.58,74.37,30.08,76,0,0,29.12,1
2024-02-07T02:50:00-05:00,2024-02-07 02:50:00,40.5,0,0,0,184,0,0,0,0.58,0.58,74.37,30.08,77,0,0,29.12,1
2024-02-07T02:46:00-05:00,2024-02-07 02:46:00,40.6,0,0,0,184,0,0,0,0.58,0.58,74.37,30.09,77,0,0,29.12,1
2024-02-07T02:40:00-05:00,2024-02-07 02:40:00,40.6,0,0,0,184,0,0,0,0.58,0.58,74.37,30.09,75,0,0,29.12,1
2024-02-07T02:35:00-05:00,2024-02-07 02:35:00,40.6,0,0,0,184,0,0,0,0.58,0.58,74.37,30.08,77,0,0,29.11,1
2024-02-07T02:30:00-05:00,2024-02-07 02:30:00,40.6,0,0,0,184,0,0,0,0.58,0.58,74.37,30.08,77,0,0,29.11,1
2024-02-07T02:26:00-05:00,2024-02-07 02:26:00,40.5,0,0,0,184,0,0,0,0.58,0.58,74.37,30.08,82,0,0,29.11,1
